train_no,station_order,station_id,station_name,arrival_time,departure_time,train_type
G1970,3,1010,常州北,06:57,06:59,高速动车
G1970,4,1005,南京南,07:37,07:39,高速动车
G1970,5,1039,蚌埠南,08:21,08:23,高速动车
G1970,6,1012,徐州东,09:01,NULL,高速动车
D352,1,1003,上海虹桥,NULL,06:13,动车组
D352,2,1015,苏州,06:47,06:49,动车组
D352,3,1009,常州,07:26,07:28,动车组
D352,4,1005,南京南,08:30,08:37,动车组
D352,5,1031,合肥南,09:25,NULL,动车组
G1802,1,1003,上海虹桥,NULL,06:15,高速动车
G1802,2,1016,苏州北,06:38,06:40,高速动车
G1802,3,1005,南京南,07:42,07:44,高速动车
G1802,4,1012,徐州东,09:12,NULL,高速动车
G7331,1,1003,上海虹桥,NULL,06:15,高速动车
G7331,2,1023,杭州东,07:07,07:18,高速动车
G7331,3,1029,金华南,08:16,08:18,高速动车
G7331,4,1019,丽水,09:04,09:06,高速动车
G7331,5,1026,温州南,09:41,NULL,高速动车
G7333,1,1003,上海虹桥,NULL,06:27,高速动车
G7333,2,1023,杭州东,07:22,07:26,高速动车
G7333,3,1029,金华南,08:25,08:27,高速动车
G7333,4,1019,丽水,09:13,09:15,高速动车
G7333,5,1026,温州南,09:56,NULL,高速动车
G9232,1,1003,上海虹桥,NULL,06:27,高速动车
G9232,2,1009,常州,07:36,NULL,高速动车
D636,1,1003,上海虹桥,NULL,06:32,动车组
D636,2,1009,常州,07:41,07:43,动车组
D636,3,1005,南京南,08:46,08:52,动车组
D636,4,1031,合肥南,09:46,NULL,动车组
G3176,1,1003,上海虹桥,NULL,06:32,高速动车
G3176,2,1005,南京南,07:52,07:56,高速动车
G3176,3,1030,合肥,08:47,08:52,高速动车
G3176,4,1036,淮南南,09:19,09:21,高速动车
G3176,5,1043,阜阳西,10:01,NULL,高速动车
G104,1,1003,上海虹桥,NULL,06:37,高速动车
G104,2,1005,南京南,07:59,08:02,高速动车
G104,3,1039,蚌埠南,08:44,08:53,高速动车
G104,4,1012,徐州东,09:31,NULL,高速动车
D916,1,1023,杭州东,NULL,05:45,动车组
D916,2,1003,上海虹桥,06:35,06:38,动车组
D916,3,1006,南通,08:10,NULL,动车组
D3145,1,1003,上海虹桥,NULL,06:39,动车组
D3145,2,1020,嘉兴南,07:07,07:09,动车组
D3145,3,1023,杭州东,07:40,07:43,动车组
D3145,4,1021,宁波,08:58,09:08,动车组
D3145,5,1026,温州南,10:58,NULL,动车组
G3180,1,1003,上海虹桥,NULL,06:42,高速动车
G3180,2,1016,苏州北,07:05,07:07,高速动车
G3180,3,1010,常州北,07:29,07:31,高速动车
G3180,4,1005,南京南,08:04,08:07,高速动车
G3180,5,1030,合肥,09:04,09:12,高速动车
G3180,6,1036,淮南南,09:39,09:41,高速动车
G3180,7,1043,阜阳西,10:29,NULL,高速动车
G1383,1,1003,上海虹桥,NULL,06:44,高速动车
G1383,2,1020,嘉兴南,07:11,07:14,高速动车
G1383,3,1023,杭州东,07:45,07:48,高速动车
G1383,4,1028,金华,08:38,08:40,高速动车
G1383,5,1027,衢州,09:01,NULL,高速动车
G3230,1,1003,上海虹桥,NULL,06:44,高速动车
G3230,2,1015,苏州,07:09,07:11,高速动车
G3230,3,1009,常州,07:59,08:01,高速动车
G3230,4,1005,南京南,09:02,09:07,高速动车
G3230,5,1031,合肥南,10:06,NULL,高速动车
G1772,1,1003,上海虹桥,NULL,06:47,高速动车
G1772,2,1016,苏州北,07:10,07:12,高速动车
G1772,3,1010,常州北,07:34,07:36,高速动车
G1772,4,1005,南京南,08:29,08:32,高速动车
G1772,5,1031,合肥南,09:20,NULL,高速动车
G7501,1,1003,上海虹桥,NULL,06:49,高速动车
G7501,2,1020,嘉兴南,07:16,07:22,高速动车
G7501,3,1023,杭州东,07:54,07:58,高速动车
G7501,4,1021,宁波,08:52,08:56,高速动车
G7501,5,1026,温州南,10:46,NULL,高速动车
G1651,1,1003,上海虹桥,NULL,06:54,高速动车
G1651,2,1023,杭州东,07:57,08:03,高速动车
G1651,3,1028,金华,09:00,NULL,高速动车
D937,1,1021,宁波,NULL,04:25,动车组
D937,2,1023,杭州东,05:59,06:05,动车组
D937,3,1003,上海虹桥,06:55,NULL,动车组
C3792,1,1003,上海虹桥,NULL,06:58,城际动车
C3792,2,1007,南通西,08:20,NULL,城际动车
D2287,1,1003,上海虹桥,NULL,07:00,动车组
D2287,2,1020,嘉兴南,07:38,07:41,动车组
D2287,3,1023,杭州东,08:06,08:13,动车组
D2287,4,1021,宁波,09:16,09:26,动车组
D2287,5,1026,温州南,11:23,NULL,动车组
D942,1,1021,宁波,NULL,04:30,动车组
D942,2,1023,杭州东,06:04,06:10,动车组
D942,3,1003,上海虹桥,07:00,NULL,动车组
G7543,1,1003,上海虹桥,NULL,07:05,高速动车
G7543,2,1020,嘉兴南,07:34,07:36,高速动车
G7543,3,1023,杭州东,08:00,08:08,高速动车
G7543,4,1021,宁波,09:10,09:13,高速动车
G7543,5,1026,温州南,11:05,NULL,高速动车
G2365,1,1003,上海虹桥,NULL,07:10,高速动车
G2365,2,1020,嘉兴南,07:44,07:46,高速动车
G2365,3,1023,杭州东,08:16,08:20,高速动车
G2365,4,1028,金华,09:10,NULL,高速动车
G106,1,1003,上海虹桥,NULL,07:12,高速动车
G106,2,1016,苏州北,07:37,07:39,高速动车
G106,3,1005,南京南,08:34,08:37,高速动车
G106,4,1012,徐州东,09:57,NULL,高速动车
G1974,1,1003,上海虹桥,NULL,07:17,高速动车
G1974,2,1016,苏州北,07:42,07:44,高速动车
G1974,3,1010,常州北,08:13,08:15,高速动车
G1974,4,1005,南京南,08:47,08:49,高速动车
G1974,5,1039,蚌埠南,09:31,09:41,高速动车
G1974,6,1012,徐州东,10:18,NULL,高速动车
G1371,1,1003,上海虹桥,NULL,07:21,高速动车
G1371,2,1020,嘉兴南,07:48,07:51,高速动车
G1371,3,1023,杭州东,08:21,08:25,高速动车
G1371,4,1028,金华,09:15,09:18,高速动车
G1371,5,1027,衢州,09:39,NULL,高速动车
G7102,1,1003,上海虹桥,NULL,07:24,高速动车
G7102,2,1015,苏州,08:04,08:06,高速动车
G7102,3,1009,常州,08:37,08:39,高速动车
G7102,4,1004,南京,09:26,NULL,高速动车
D701,1,1004,南京,NULL,04:58,动车组
D701,2,1015,苏州,06:35,06:37,动车组
D701,3,1003,上海虹桥,07:25,NULL,动车组
G7395,1,1003,上海虹桥,NULL,07:26,高速动车
G7395,2,1020,嘉兴南,08:00,08:02,高速动车
G7395,3,1022,杭州,08:32,08:48,高速动车
G7395,4,1005,南京南,10:32,NULL,高速动车
G110,1,1020,嘉兴南,NULL,06:53,高速动车
G110,2,1003,上海虹桥,07:20,07:28,高速动车
G110,3,1016,苏州北,07:58,08:00,高速动车
G110,4,1010,常州北,08:22,08:35,高速动车
G110,5,1005,南京南,09:14,09:16,高速动车
G110,6,1012,徐州东,10:41,NULL,高速动车
G2189,1,1003,上海虹桥,NULL,07:29,高速动车
G2189,2,1020,嘉兴南,08:04,08:07,高速动车
G2189,3,1023,杭州东,08:30,08:35,高速动车
G2189,4,1028,金华,09:25,09:30,高速动车
G2189,5,1027,衢州,09:51,NULL,高速动车
G1232,1,1003,上海虹桥,NULL,07:34,高速动车
G1232,2,1016,苏州北,08:04,08:20,高速动车
G1232,3,1005,南京南,09:25,09:30,高速动车
G1232,4,1012,徐州东,11:14,NULL,高速动车
D3131,1,1003,上海虹桥,NULL,07:35,动车组
D3131,2,1020,嘉兴南,08:10,08:12,动车组
D3131,3,1023,杭州东,08:37,08:41,动车组
D3131,4,1021,宁波,09:44,09:52,动车组
D3131,5,1026,温州南,11:42,NULL,动车组
G8312,1,1003,上海虹桥,NULL,07:37,高速动车
G8312,2,1007,南通西,08:54,08:56,高速动车
G8312,3,1014,盐城,09:57,09:59,高速动车
G8312,4,1017,连云港,11:32,NULL,高速动车
D2212,1,1020,嘉兴南,NULL,06:47,动车组
D2212,2,1003,上海虹桥,07:35,07:42,动车组
D2212,3,1015,苏州,08:19,08:21,动车组
D2212,4,1009,常州,09:04,09:06,动车组
D2212,5,1005,南京南,10:17,10:22,动车组
D2212,6,1031,合肥南,11:11,NULL,动车组
D781,1,1017,连云港,NULL,23:13,动车组
D781,2,1011,徐州,01:23,01:43,动车组
D781,3,1004,南京,04:39,04:45,动车组
D781,4,1015,苏州,06:41,06:43,动车组
D781,5,1003,上海虹桥,07:32,07:45,动车组
D781,6,1022,杭州,09:30,NULL,动车组
D377,1,1003,上海虹桥,NULL,07:46,动车组
D377,2,1020,嘉兴南,08:37,08:42,动车组
D377,3,1023,杭州东,09:07,09:09,动车组
D377,4,1024,杭州南,09:18,09:20,动车组
D377,5,1021,宁波,10:13,10:17,动车组
D377,6,1026,温州南,12:07,NULL,动车组
G598,1,1003,上海虹桥,NULL,07:46,高速动车
G598,2,1005,南京南,08:58,09:02,高速动车
G598,3,1031,合肥南,09:51,NULL,高速动车
C3752,1,1003,上海虹桥,NULL,07:49,城际动车
C3752,2,1012,徐州东,12:31,NULL,城际动车
G120,1,1003,上海虹桥,NULL,07:51,高速动车
G120,2,1010,常州北,08:41,08:43,高速动车
G120,3,1005,南京南,09:18,09:21,高速动车
G120,4,1012,徐州东,10:37,NULL,高速动车
G1631,1,1003,上海虹桥,NULL,07:54,高速动车
G1631,2,1023,杭州东,08:49,08:53,高速动车
G1631,3,1028,金华,09:42,NULL,高速动车
G8,1,1003,上海虹桥,NULL,08:00,高速动车
G8,2,1005,南京南,09:00,NULL,高速动车
G85,1,1003,上海虹桥,NULL,08:00,高速动车
G85,2,1023,杭州东,08:45,NULL,高速动车
G7556,1,1020,嘉兴南,NULL,07:27,高速动车
G7556,2,1003,上海虹桥,08:03,NULL,高速动车
G7503,1,1015,苏州,NULL,07:14,高速动车
G7503,2,1003,上海虹桥,07:57,08:04,高速动车
G7503,3,1020,嘉兴南,08:32,08:34,高速动车
G7503,4,1023,杭州东,08:57,08:59,高速动车
G7503,5,1021,宁波,09:53,NULL,高速动车
G112,1,1003,上海虹桥,NULL,08:05,高速动车
G112,2,1016,苏州北,08:28,08:30,高速动车
G112,3,1010,常州北,08:54,08:56,高速动车
G112,4,1005,南京南,09:29,09:35,高速动车
G112,5,1012,徐州东,10:56,NULL,高速动车
G1952,1,1020,嘉兴南,NULL,07:14,高速动车
G1952,2,1003,上海虹桥,07:55,08:10,高速动车
G1952,3,1016,苏州北,08:33,08:35,高速动车
G1952,4,1005,南京南,09:34,09:37,高速动车
G1952,5,1030,合肥,10:29,10:36,高速动车
G1952,6,1036,淮南南,11:03,11:05,高速动车
G1952,7,1043,阜阳西,11:39,NULL,高速动车
G7549,1,1003,上海虹桥,NULL,08:10,高速动车
G7549,2,1020,嘉兴南,08:47,08:49,高速动车
G7549,3,1023,杭州东,09:19,09:21,高速动车
G7549,4,1021,宁波,10:18,10:23,高速动车
G7549,5,1026,温州南,12:17,NULL,高速动车
G7558,1,1023,杭州东,NULL,06:59,高速动车
G7558,2,1003,上海虹桥,08:12,NULL,高速动车
G114,1,1003,上海虹桥,NULL,08:15,高速动车
G114,2,1005,南京南,09:48,09:50,高速动车
G114,3,1039,蚌埠南,10:32,10:41,高速动车
G114,4,1012,徐州东,11:18,NULL,高速动车
G1653,1,1003,上海虹桥,NULL,08:15,高速动车
G1653,2,1023,杭州东,09:01,NULL,高速动车
D3201,1,1003,上海虹桥,NULL,08:18,动车组
D3201,2,1020,嘉兴南,08:58,09:01,动车组
D3201,3,1023,杭州东,09:28,09:31,动车组
D3201,4,1021,宁波,10:40,10:47,动车组
D3201,5,1026,温州南,12:31,NULL,动车组
G7101,1,1004,南京,NULL,06:12,高速动车
G7101,2,1009,常州,07:04,07:06,高速动车
G7101,3,1015,苏州,07:44,07:46,高速动车
G7101,4,1003,上海虹桥,08:18,NULL,高速动车
G7552,1,1023,杭州东,NULL,07:16,高速动车
G7552,2,1020,嘉兴南,07:53,07:55,高速动车
G7552,3,1003,上海虹桥,08:22,NULL,高速动车
D3090,1,1003,上海虹桥,NULL,08:23,动车组
D3090,2,1007,南通西,09:45,09:47,动车组
D3090,3,1031,合肥南,13:04,NULL,动车组
G1337,1,1003,上海虹桥,NULL,08:24,高速动车
G1337,2,1020,嘉兴南,08:51,08:54,高速动车
G1337,3,1023,杭州东,09:24,09:26,高速动车
G1337,4,1028,金华,10:23,10:25,高速动车
G1337,5,1027,衢州,10:46,NULL,高速动车
G576,1,1003,上海虹桥,NULL,08:24,高速动车
G576,2,1016,苏州北,08:48,08:50,高速动车
G576,3,1005,南京南,09:57,10:02,高速动车
G576,4,1031,合肥南,11:01,NULL,高速动车
G7325,1,1003,上海虹桥,NULL,08:27,高速动车
G7325,2,1020,嘉兴南,09:15,09:23,高速动车
G7325,3,1023,杭州东,09:58,10:04,高速动车
G7325,4,1019,丽水,11:56,11:58,高速动车
G7325,5,1026,温州南,12:34,NULL,高速动车
G676,1,1003,上海虹桥,NULL,08:30,高速动车
G676,2,1016,苏州北,08:53,08:59,高速动车
G676,3,1010,常州北,09:28,09:35,高速动车
G676,4,1005,南京南,10:20,10:27,高速动车
G676,5,1031,合肥南,11:22,NULL,高速动车
G360,1,1003,上海虹桥,NULL,08:36,高速动车
G360,2,1005,南京南,09:44,09:46,高速动车
G360,3,1012,徐州东,11:01,NULL,高速动车
G1509,1,1005,南京南,NULL,07:00,高速动车
G1509,2,1010,常州北,07:38,07:40,高速动车
G1509,3,1016,苏州北,08:10,08:12,高速动车
G1509,4,1003,上海虹桥,08:35,08:42,高速动车
G1509,5,1023,杭州东,09:32,09:36,高速动车
G1509,6,1045,黄山北,11:08,NULL,高速动车
G212,1,1003,上海虹桥,NULL,08:42,高速动车
G212,2,1016,苏州北,09:05,09:07,高速动车
G212,3,1010,常州北,09:41,09:43,高速动车
G212,4,1005,南京南,10:16,10:20,高速动车
G212,5,1012,徐州东,11:39,NULL,高速动车
G7534,1,1021,宁波,NULL,06:53,高速动车
G7534,2,1023,杭州东,07:46,07:51,高速动车
G7534,3,1020,嘉兴南,08:14,08:16,高速动车
G7534,4,1003,上海虹桥,08:44,NULL,高速动车
G1866,1,1021,宁波,NULL,06:21,高速动车
G1866,2,1023,杭州东,07:21,07:25,高速动车
G1866,3,1020,嘉兴南,08:03,08:06,高速动车
G1866,4,1003,上海虹桥,08:35,08:47,高速动车
G1866,5,1016,苏州北,09:10,09:21,高速动车
G1866,6,1010,常州北,09:46,09:48,高速动车
G1866,7,1005,南京南,10:28,10:33,高速动车
G1866,8,1012,徐州东,11:56,NULL,高速动车
G7104,1,1003,上海虹桥,NULL,08:48,高速动车
G7104,2,1015,苏州,09:16,09:18,高速动车
G7104,3,1009,常州,09:49,09:51,高速动车
G7104,4,1004,南京,10:36,NULL,高速动车
D2281,1,1004,南京,NULL,06:37,动车组
D2281,2,1009,常州,07:27,07:29,动车组
D2281,3,1015,苏州,08:01,08:03,动车组
D2281,4,1003,上海虹桥,08:46,08:49,动车组
D2281,5,1020,嘉兴南,09:31,09:34,动车组
D2281,6,1023,杭州东,10:09,10:14,动车组
D2281,7,1021,宁波,11:18,11:25,动车组
D2281,8,1026,温州南,13:09,NULL,动车组
G7129,1,1005,南京南,NULL,06:48,高速动车
G7129,2,1009,常州,07:44,07:46,高速动车
G7129,3,1015,苏州,08:17,08:19,高速动车
G7129,4,1003,上海虹桥,08:51,NULL,高速动车
G230,1,1003,上海虹桥,NULL,08:52,高速动车
G230,2,1010,常州北,09:53,09:55,高速动车
G230,3,1005,南京南,10:33,10:38,高速动车
G230,4,1039,蚌埠南,11:21,11:23,高速动车
G230,5,1012,徐州东,12:01,NULL,高速动车
G1373,1,1003,上海虹桥,NULL,08:55,高速动车
G1373,2,1023,杭州东,09:42,09:46,高速动车
G1373,3,1028,金华,10:30,NULL,高速动车
C3704,1,1006,南通,NULL,07:41,城际动车
C3704,2,1003,上海虹桥,08:57,NULL,城际动车
G2,1,1003,上海虹桥,NULL,09:00,高速动车
G2,2,1005,南京南,10:00,NULL,高速动车
G7505,1,1005,南京南,NULL,07:13,高速动车
G7505,2,1010,常州北,07:51,07:53,高速动车
G7505,3,1016,苏州北,08:23,08:25,高速动车
G7505,4,1003,上海虹桥,08:55,09:00,高速动车
G7505,5,1020,嘉兴南,09:27,09:29,高速动车
G7505,6,1023,杭州东,09:54,09:58,高速动车
G7505,7,1021,宁波,10:59,NULL,高速动车
G7554,1,1023,杭州东,NULL,07:56,高速动车
G7554,2,1020,嘉兴南,08:30,08:33,高速动车
G7554,3,1003,上海虹桥,09:01,NULL,高速动车
D2285,1,1003,上海虹桥,NULL,09:03,动车组
D2285,2,1020,嘉兴南,09:42,09:46,动车组
D2285,3,1023,杭州东,10:17,10:20,动车组
D2285,4,1021,宁波,11:23,11:31,动车组
D2285,5,1026,温州南,13:27,NULL,动车组
G7492,1,1028,金华,NULL,06:37,高速动车
G7492,2,1023,杭州东,07:33,07:38,高速动车
G7492,3,1020,嘉兴南,08:18,08:20,高速动车
G7492,4,1003,上海虹桥,08:58,09:03,高速动车
G7492,5,1015,苏州,09:36,09:39,高速动车
G7492,6,1009,常州,10:13,10:14,高速动车
G7492,7,1005,南京南,11:08,11:10,高速动车
G7492,8,1037,芜湖,11:53,11:55,高速动车
G7492,9,1040,铜陵,12:33,12:35,高速动车
G7492,10,1032,安庆,13:16,NULL,高速动车
G1236,1,1003,上海虹桥,NULL,09:08,高速动车
G1236,2,1010,常州北,10:02,10:04,高速动车
G1236,3,1005,南京南,10:37,10:42,高速动车
G1236,4,1039,蚌埠南,11:25,11:27,高速动车
G1236,5,1012,徐州东,12:14,NULL,高速动车
G8316,1,1003,上海虹桥,NULL,09:08,高速动车
G8316,2,1007,南通西,10:30,10:32,高速动车
G8316,3,1014,盐城,11:18,11:22,高速动车
G8316,4,1017,连云港,12:49,NULL,高速动车
G7349,1,1005,南京南,NULL,07:30,高速动车
G7349,2,1010,常州北,08:08,08:10,高速动车
G7349,3,1016,苏州北,08:40,08:42,高速动车
G7349,4,1003,上海虹桥,09:07,09:10,高速动车
G7349,5,1020,嘉兴南,09:37,09:40,高速动车
G7349,6,1023,杭州东,10:04,10:09,高速动车
G7349,7,1019,丽水,11:45,11:47,高速动车
G7349,8,1026,温州南,12:23,NULL,高速动车
G1806,1,1003,上海虹桥,NULL,09:13,高速动车
G1806,2,1010,常州北,10:07,10:09,高速动车
G1806,3,1005,南京南,10:41,10:47,高速动车
G1806,4,1039,蚌埠南,11:29,11:41,高速动车
G1806,5,1012,徐州东,12:18,NULL,高速动车
G7313,1,1004,南京,NULL,07:10,高速动车
G7313,2,1009,常州,07:55,07:57,高速动车
G7313,3,1015,苏州,08:35,08:37,高速动车
G7313,4,1003,上海虹桥,09:10,09:15,高速动车
G7313,5,1020,嘉兴南,09:55,09:58,高速动车
G7313,6,1023,杭州东,10:32,10:35,高速动车
G7313,7,1045,黄山北,12:00,NULL,高速动车
G54,1,1003,上海虹桥,NULL,09:18,高速动车
G54,2,1016,苏州北,09:51,09:54,高速动车
G54,3,1010,常州北,10:16,10:18,高速动车
G54,4,1005,南京南,10:50,10:55,高速动车
G54,5,1039,蚌埠南,11:47,11:49,高速动车
G54,6,1012,徐州东,12:26,NULL,高速动车
D3064,1,1003,上海虹桥,NULL,09:21,动车组
D3064,2,1007,南通西,10:45,10:47,动车组
D3064,3,1031,合肥南,13:58,NULL,动车组
G1655,1,1003,上海虹桥,NULL,09:23,高速动车
G1655,2,1020,嘉兴南,09:51,09:53,高速动车
G1655,3,1023,杭州东,10:23,NULL,高速动车
G1920,1,1003,上海虹桥,NULL,09:24,高速动车
G1920,2,1010,常州北,10:12,10:14,高速动车
G1920,3,1005,南京南,10:46,10:51,高速动车
G1920,4,1039,蚌埠南,11:33,11:45,高速动车
G1920,5,1012,徐州东,12:22,NULL,高速动车
G7103,1,1005,南京南,NULL,07:19,高速动车
G7103,2,1009,常州,08:17,08:19,高速动车
G7103,3,1015,苏州,08:51,08:53,高速动车
G7103,4,1003,上海虹桥,09:25,NULL,高速动车
G7372,1,1027,衢州,NULL,06:52,高速动车
G7372,2,1028,金华,07:13,07:15,高速动车
G7372,3,1023,杭州东,08:05,08:11,高速动车
G7372,4,1020,嘉兴南,08:48,08:50,高速动车
G7372,5,1003,上海虹桥,09:24,09:26,高速动车
G7372,6,1015,苏州,10:03,10:05,高速动车
G7372,7,1009,常州,10:37,10:39,高速动车
G7372,8,1005,南京南,11:31,11:34,高速动车
G7372,9,1030,合肥,12:26,12:30,高速动车
G7372,10,1036,淮南南,12:57,12:59,高速动车
G7372,11,1043,阜阳西,13:33,NULL,高速动车
G1377,1,1005,南京南,NULL,07:39,高速动车
G1377,2,1010,常州北,08:17,08:19,高速动车
G1377,3,1016,苏州北,08:50,08:52,高速动车
G1377,4,1003,上海虹桥,09:22,09:28,高速动车
G1377,5,1020,嘉兴南,10:02,10:04,高速动车
G1377,6,1023,杭州东,10:27,10:30,高速动车
G1377,7,1028,金华,11:24,NULL,高速动车
G7502,1,1021,宁波,NULL,07:08,高速动车
G7502,2,1023,杭州东,08:14,08:22,高速动车
G7502,3,1020,嘉兴南,08:53,08:55,高速动车
G7502,4,1003,上海虹桥,09:29,NULL,高速动车
G116,1,1003,上海虹桥,NULL,09:34,高速动车
G116,2,1016,苏州北,09:58,10:00,高速动车
G116,3,1010,常州北,10:22,10:24,高速动车
G116,4,1005,南京南,11:05,11:09,高速动车
G116,5,1039,蚌埠南,11:51,11:53,高速动车
G116,6,1012,徐州东,12:30,NULL,高速动车
D3205,1,1003,上海虹桥,NULL,09:35,动车组
D3205,2,1020,嘉兴南,10:07,10:09,动车组
D3205,3,1023,杭州东,10:36,10:40,动车组
D3205,4,1021,宁波,11:52,12:00,动车组
D3205,5,1026,温州南,13:56,NULL,动车组
G7580,1,1045,黄山北,NULL,07:00,高速动车
G7580,2,1023,杭州东,08:31,08:34,高速动车
G7580,3,1003,上海虹桥,09:34,09:36,高速动车
G7580,4,1007,南通西,10:58,NULL,高速动车
G7530,1,1021,宁波,NULL,07:29,高速动车
G7530,2,1023,杭州东,08:35,08:39,高速动车
G7530,3,1020,嘉兴南,09:09,09:11,高速动车
G7530,4,1003,上海虹桥,09:38,NULL,高速动车
G1204,1,1003,上海虹桥,NULL,09:39,高速动车
G1204,2,1016,苏州北,10:02,10:04,高速动车
G1204,3,1010,常州北,10:26,10:34,高速动车
G1204,4,1005,南京南,11:13,11:22,高速动车
G1204,5,1012,徐州东,12:42,NULL,高速动车
D3107,1,1003,上海虹桥,NULL,09:40,动车组
D3107,2,1020,嘉兴南,10:18,10:27,动车组
D3107,3,1023,杭州东,11:17,11:25,动车组
D3107,4,1021,宁波,12:22,12:25,动车组
D3107,5,1026,温州南,14:22,NULL,动车组
G7132,1,1003,上海虹桥,NULL,09:41,高速动车
G7132,2,1015,苏州,10:14,10:16,高速动车
G7132,3,1005,南京南,11:36,11:39,高速动车
G7132,4,1037,芜湖,12:16,12:18,高速动车
G7132,5,1040,铜陵,12:50,12:52,高速动车
G7132,6,1032,安庆,13:33,NULL,高速动车
G7357,1,1022,杭州,NULL,08:34,高速动车
G7357,2,1003,上海虹桥,09:43,NULL,高速动车
G3164,1,1003,上海虹桥,NULL,09:44,高速动车
G3164,2,1016,苏州北,10:07,10:09,高速动车
G3164,3,1010,常州北,10:41,10:43,高速动车
G3164,4,1005,南京南,11:17,11:20,高速动车
G3164,5,1030,合肥,12:11,12:17,高速动车
G3164,6,1036,淮南南,12:51,12:53,高速动车
G3164,7,1043,阜阳西,13:38,NULL,高速动车
G7389,1,1004,南京,NULL,07:33,高速动车
G7389,2,1009,常州,08:27,08:29,高速动车
G7389,3,1015,苏州,09:06,09:08,高速动车
G7389,4,1003,上海虹桥,09:43,09:45,高速动车
G7389,5,1020,嘉兴南,10:14,10:16,高速动车
G7389,6,1023,杭州东,10:40,10:46,高速动车
G7389,7,1028,金华,11:36,11:38,高速动车
G7389,8,1027,衢州,12:00,NULL,高速动车
G1347,1,1003,上海虹桥,NULL,09:51,高速动车
G1347,2,1023,杭州东,10:50,10:53,高速动车
G1347,3,1028,金华,11:43,NULL,高速动车
G126,1,1003,上海虹桥,NULL,09:52,高速动车
G126,2,1016,苏州北,10:25,10:27,高速动车
G126,3,1010,常州北,10:56,10:58,高速动车
G126,4,1005,南京南,11:31,NULL,高速动车
G7382,1,1027,衢州,NULL,07:22,高速动车
G7382,2,1028,金华,07:43,07:45,高速动车
G7382,3,1023,杭州东,08:42,08:53,高速动车
G7382,4,1003,上海虹桥,09:53,NULL,高速动车
G7344,1,1026,温州南,NULL,06:49,高速动车
G7344,2,1019,丽水,07:24,07:26,高速动车
G7344,3,1023,杭州东,08:57,09:02,高速动车
G7344,4,1020,嘉兴南,09:27,09:29,高速动车
G7344,5,1003,上海虹桥,09:56,NULL,高速动车
G7434,1,1031,合肥南,NULL,06:56,高速动车
G7434,2,1005,南京南,07:44,07:48,高速动车
G7434,3,1009,常州,08:44,08:46,高速动车
G7434,4,1015,苏州,09:17,09:19,高速动车
G7434,5,1003,上海虹桥,09:54,09:58,高速动车
G7434,6,1023,杭州东,10:53,10:58,高速动车
G7434,7,1021,宁波,11:59,12:05,高速动车
G7434,8,1026,温州南,14:09,NULL,高速动车
G10,1,1003,上海虹桥,NULL,10:00,高速动车
G10,2,1005,南京南,11:00,NULL,高速动车
G1501,1,1003,上海虹桥,NULL,10:03,高速动车
G1501,2,1020,嘉兴南,10:31,10:33,高速动车
G1501,3,1023,杭州东,10:58,11:03,高速动车
G1501,4,1028,金华,11:53,NULL,高速动车
G7180,1,1003,上海虹桥,NULL,10:05,高速动车
G7180,2,1016,苏州北,10:29,10:31,高速动车
G7180,3,1010,常州北,11:00,11:02,高速动车
G7180,4,1005,南京南,11:35,NULL,高速动车
G7194,1,1045,黄山北,NULL,07:24,高速动车
G7194,2,1023,杭州东,09:12,09:14,高速动车
G7194,3,1020,嘉兴南,09:37,09:39,高速动车
G7194,4,1003,上海虹桥,10:08,10:10,高速动车
G7194,5,1016,苏州北,10:34,10:36,高速动车
G7194,6,1010,常州北,11:06,NULL,高速动车
G7507,1,1005,南京南,NULL,08:16,高速动车
G7507,2,1010,常州北,08:54,08:56,高速动车
G7507,3,1016,苏州北,09:26,09:28,高速动车
G7507,4,1003,上海虹桥,09:58,10:14,高速动车
G7507,5,1020,嘉兴南,10:41,10:44,高速动车
G7507,6,1023,杭州东,11:07,11:09,高速动车
G7507,7,1021,宁波,12:09,NULL,高速动车
G1214,1,1003,上海虹桥,NULL,10:15,高速动车
G1214,2,1005,南京南,11:45,11:47,高速动车
G1214,3,1039,蚌埠南,12:36,12:38,高速动车
G1214,4,1012,徐州东,13:17,NULL,高速动车
G7330,1,1026,温州南,NULL,06:32,高速动车
G7330,2,1019,丽水,07:06,07:08,高速动车
G7330,3,1029,金华南,08:00,08:08,高速动车
G7330,4,1023,杭州东,09:04,09:07,高速动车
G7330,5,1020,嘉兴南,09:31,09:34,高速动车
G7330,6,1003,上海虹桥,10:15,NULL,高速动车
G1304,1,1006,南通,NULL,08:44,高速动车
G1304,2,1007,南通西,08:57,08:59,高速动车
G1304,3,1003,上海虹桥,10:16,10:18,高速动车
G1304,4,1020,嘉兴南,10:46,10:54,高速动车
G1304,5,1023,杭州东,11:27,11:30,高速动车
G1304,6,1028,金华,12:24,12:26,高速动车
G1304,7,1027,衢州,12:47,NULL,高速动车
G7504,1,1026,温州南,NULL,06:29,高速动车
G7504,2,1021,宁波,08:21,08:24,高速动车
G7504,3,1023,杭州东,09:17,09:19,高速动车
G7504,4,1020,嘉兴南,09:42,09:44,高速动车
G7504,5,1003,上海虹桥,10:18,NULL,高速动车
G1657,1,1003,上海虹桥,NULL,10:25,高速动车
