train_no,station_order,station_id,arrival_time,departure_time
G1371,3,1023,08:21,08:25
G1371,4,1028,09:15,09:18
G1371,5,1027,09:39,NULL
G7102,1,1003,NULL,07:24
G7102,2,1015,08:04,08:06
G7102,3,1009,08:37,08:39
G7102,4,1004,09:26,NULL
D701,1,1004,NULL,04:58
D701,2,1015,06:35,06:37
D701,3,1003,07:25,NULL
G7395,1,1003,NULL,07:26
G7395,2,1020,08:00,08:02
G7395,3,1022,08:32,08:48
G7395,4,1005,10:32,NULL
G110,1,1020,NULL,06:53
G110,2,1003,07:20,07:28
G110,3,1016,07:58,08:00
G110,4,1010,08:22,08:35
G110,5,1005,09:14,09:16
G110,6,1012,10:41,NULL
G2189,1,1003,NULL,07:29
G2189,2,1020,08:04,08:07
G2189,3,1023,08:30,08:35
G2189,4,1028,09:25,09:30
G2189,5,1027,09:51,NULL
G1232,1,1003,NULL,07:34
G1232,2,1016,08:04,08:20
G1232,3,1005,09:25,09:30
G1232,4,1012,11:14,NULL
D3131,1,1003,NULL,07:35
D3131,2,1020,08:10,08:12
D3131,3,1023,08:37,08:41
D3131,4,1021,09:44,09:52
D3131,5,1026,11:42,NULL
G8312,1,1003,NULL,07:37
G8312,2,1007,08:54,08:56
G8312,3,1014,09:57,09:59
G8312,4,1017,11:32,NULL
D2212,1,1020,NULL,06:47
D2212,2,1003,07:35,07:42
D2212,3,1015,08:19,08:21
D2212,4,1009,09:04,09:06
D2212,5,1005,10:17,10:22
D2212,6,1031,11:11,NULL
D781,1,1017,NULL,23:13
D781,2,1011,01:23,01:43
D781,3,1004,04:39,04:45
D781,4,1015,06:41,06:43
D781,5,1003,07:32,07:45
D781,6,1022,09:30,NULL
D377,1,1003,NULL,07:46
D377,2,1020,08:37,08:42
D377,3,1023,09:07,09:09
D377,4,1024,09:18,09:20
D377,5,1021,10:13,10:17
D377,6,1026,12:07,NULL
G598,1,1003,NULL,07:46
G598,2,1005,08:58,09:02
G598,3,1031,09:51,NULL
C3752,1,1003,NULL,07:49
C3752,2,1012,12:31,NULL
G120,1,1003,NULL,07:51
G120,2,1010,08:41,08:43
G120,3,1005,09:18,09:21
G120,4,1012,10:37,NULL
G1631,1,1003,NULL,07:54
G1631,2,1023,08:49,08:53
G1631,3,1028,09:42,NULL
G8,1,1003,NULL,08:00
G8,2,1005,09:00,NULL
G85,1,1003,NULL,08:00
G85,2,1023,08:45,NULL
G7556,1,1020,NULL,07:27
G7556,2,1003,08:03,NULL
G7503,1,1015,NULL,07:14
G7503,2,1003,07:57,08:04
G7503,3,1020,08:32,08:34
G7503,4,1023,08:57,08:59
G7503,5,1021,09:53,NULL
G112,1,1003,NULL,08:05
G112,2,1016,08:28,08:30
G112,3,1010,08:54,08:56
G112,4,1005,09:29,09:35
G112,5,1012,10:56,NULL
G1952,1,1020,NULL,07:14
G1952,2,1003,07:55,08:10
G1952,3,1016,08:33,08:35
G1952,4,1005,09:34,09:37
G1952,5,1030,10:29,10:36
G1952,6,1036,11:03,11:05
G1952,7,1043,11:39,NULL
G7549,1,1003,NULL,08:10
G7549,2,1020,08:47,08:49
G7549,3,1023,09:19,09:21
G7549,4,1021,10:18,10:23
G7549,5,1026,12:17,NULL
G7558,1,1023,NULL,06:59
G7558,2,1003,08:12,NULL
G114,1,1003,NULL,08:15
G114,2,1005,09:48,09:50
G114,3,1039,10:32,10:41
G114,4,1012,11:18,NULL
G1653,1,1003,NULL,08:15
G1653,2,1023,09:01,NULL
D3201,1,1003,NULL,08:18
D3201,2,1020,08:58,09:01
D3201,3,1023,09:28,09:31
D3201,4,1021,10:40,10:47
D3201,5,1026,12:31,NULL
G7101,1,1004,NULL,06:12
G7101,2,1009,07:04,07:06
G7101,3,1015,07:44,07:46
G7101,4,1003,08:18,NULL
G7552,1,1023,NULL,07:16
G7552,2,1020,07:53,07:55
G7552,3,1003,08:22,NULL
D3090,1,1003,NULL,08:23
D3090,2,1007,09:45,09:47
D3090,3,1031,13:04,NULL
G1337,1,1003,NULL,08:24
G1337,2,1020,08:51,08:54
G1337,3,1023,09:24,09:26
G1337,4,1028,10:23,10:25
G1337,5,1027,10:46,NULL
G576,1,1003,NULL,08:24
G576,2,1016,08:48,08:50
G576,3,1005,09:57,10:02
G576,4,1031,11:01,NULL
G7325,1,1003,NULL,08:27
G7325,2,1020,09:15,09:23
G7325,3,1023,09:58,10:04
G7325,4,1019,11:56,11:58
G7325,5,1026,12:34,NULL
G676,1,1003,NULL,08:30
G676,2,1016,08:53,08:59
G676,3,1010,09:28,09:35
G676,4,1005,10:20,10:27
G676,5,1031,11:22,NULL
G360,1,1003,NULL,08:36
G360,2,1005,09:44,09:46
G360,3,1012,11:01,NULL
G1509,1,1005,NULL,07:00
G1509,2,1010,07:38,07:40
G1509,3,1016,08:10,08:12
G1509,4,1003,08:35,08:42
G1509,5,1023,09:32,09:36
G1509,6,1045,11:08,NULL
G212,1,1003,NULL,08:42
G212,2,1016,09:05,09:07
G212,3,1010,09:41,09:43
G212,4,1005,10:16,10:20
G212,5,1012,11:39,NULL
G7534,1,1021,NULL,06:53
G7534,2,1023,07:46,07:51
G7534,3,1020,08:14,08:16
G7534,4,1003,08:44,NULL
G1866,1,1021,NULL,06:21
G1866,2,1023,07:21,07:25
G1866,3,1020,08:03,08:06
G1866,4,1003,08:35,08:47
G1866,5,1016,09:10,09:21
G1866,6,1010,09:46,09:48
G1866,7,1005,10:28,10:33
G1866,8,1012,11:56,NULL
G7104,1,1003,NULL,08:48
G7104,2,1015,09:16,09:18
G7104,3,1009,09:49,09:51
G7104,4,1004,10:36,NULL
D2281,1,1004,NULL,06:37
D2281,2,1009,07:27,07:29
D2281,3,1015,08:01,08:03
D2281,4,1003,08:46,08:49
D2281,5,1020,09:31,09:34
D2281,6,1023,10:09,10:14
D2281,7,1021,11:18,11:25
D2281,8,1026,13:09,NULL
G7129,1,1005,NULL,06:48
G7129,2,1009,07:44,07:46
G7129,3,1015,08:17,08:19
G7129,4,1003,08:51,NULL
G230,1,1003,NULL,08:52
G230,2,1010,09:53,09:55
G230,3,1005,10:33,10:38
G230,4,1039,11:21,11:23
G230,5,1012,12:01,NULL
G1373,1,1003,NULL,08:55
G1373,2,1023,09:42,09:46
G1373,3,1028,10:30,NULL
C3704,1,1006,NULL,07:41
C3704,2,1003,08:57,NULL
G2,1,1003,NULL,09:00
G2,2,1005,10:00,NULL
G7505,1,1005,NULL,07:13
G7505,2,1010,07:51,07:53
G7505,3,1016,08:23,08:25
G7505,4,1003,08:55,09:00
G7505,5,1020,09:27,09:29
G7505,6,1023,09:54,09:58
G7505,7,1021,10:59,NULL
G7554,1,1023,NULL,07:56
G7554,2,1020,08:30,08:33
G7554,3,1003,09:01,NULL
D2285,1,1003,NULL,09:03
D2285,2,1020,09:42,09:46
D2285,3,1023,10:17,10:20
D2285,4,1021,11:23,11:31
D2285,5,1026,13:27,NULL
G7492,1,1028,NULL,06:37
G7492,2,1023,07:33,07:38
G7492,3,1020,08:18,08:20
G7492,4,1003,08:58,09:03
G7492,5,1015,09:36,09:39
G7492,6,1009,10:13,10:14
G7492,7,1005,11:08,11:10
G7492,8,1037,11:53,11:55
G7492,9,1040,12:33,12:35
G7492,10,1032,13:16,NULL
G1236,1,1003,NULL,09:08
G1236,2,1010,10:02,10:04
G1236,3,1005,10:37,10:42
G1236,4,1039,11:25,11:27
G1236,5,1012,12:14,NULL
G8316,1,1003,NULL,09:08
G8316,2,1007,10:30,10:32
G8316,3,1014,11:18,11:22
G8316,4,1017,12:49,NULL
G7349,1,1005,NULL,07:30
G7349,2,1010,08:08,08:10
G7349,3,1016,08:40,08:42
G7349,4,1003,09:07,09:10
G7349,5,1020,09:37,09:40
G7349,6,1023,10:04,10:09
G7349,7,1019,11:45,11:47
G7349,8,1026,12:23,NULL
G1806,1,1003,NULL,09:13
G1806,2,1010,10:07,10:09
G1806,3,1005,10:41,10:47
G1806,4,1039,11:29,11:41
G1806,5,1012,12:18,NULL
G7313,1,1004,NULL,07:10
G7313,2,1009,07:55,07:57
G7313,3,1015,08:35,08:37
G7313,4,1003,09:10,09:15
G7313,5,1020,09:55,09:58
G7313,6,1023,10:32,10:35
G7313,7,1045,12:00,NULL
G54,1,1003,NULL,09:18
G54,2,1016,09:51,09:54
G54,3,1010,10:16,10:18
G54,4,1005,10:50,10:55
G54,5,1039,11:47,11:49
G54,6,1012,12:26,NULL
D3064,1,1003,NULL,09:21
D3064,2,1007,10:45,10:47
D3064,3,1031,13:58,NULL
G1655,1,1003,NULL,09:23
G1655,2,1020,09:51,09:53
G1655,3,1023,10:23,NULL
G1920,1,1003,NULL,09:24
G1920,2,1010,10:12,10:14
G1920,3,1005,10:46,10:51
G1920,4,1039,11:33,11:45
G1920,5,1012,12:22,NULL
G7103,1,1005,NULL,07:19
G7103,2,1009,08:17,08:19
G7103,3,1015,08:51,08:53
G7103,4,1003,09:25,NULL
G7372,1,1027,NULL,06:52
G7372,2,1028,07:13,07:15
G7372,3,1023,08:05,08:11
G7372,4,1020,08:48,08:50
G7372,5,1003,09:24,09:26
G7372,6,1015,10:03,10:05
G7372,7,1009,10:37,10:39
G7372,8,1005,11:31,11:34
G7372,9,1030,12:26,12:30
G7372,10,1036,12:57,12:59
G7372,11,1043,13:33,NULL
G1377,1,1005,NULL,07:39
G1377,2,1010,08:17,08:19
G1377,3,1016,08:50,08:52
G1377,4,1003,09:22,09:28
G1377,5,1020,10:02,10:04
G1377,6,1023,10:27,10:30
G1377,7,1028,11:24,NULL
G7502,1,1021,NULL,07:08
G7502,2,1023,08:14,08:22
G7502,3,1020,08:53,08:55
G7502,4,1003,09:29,NULL
G116,1,1003,NULL,09:34
G116,2,1016,09:58,10:00
G116,3,1010,10:22,10:24
G116,4,1005,11:05,11:09
G116,5,1039,11:51,11:53
G116,6,1012,12:30,NULL
D3205,1,1003,NULL,09:35
D3205,2,1020,10:07,10:09
D3205,3,1023,10:36,10:40
D3205,4,1021,11:52,12:00
D3205,5,1026,13:56,NULL
G7580,1,1045,NULL,07:00
G7580,2,1023,08:31,08:34
G7580,3,1003,09:34,09:36
G7580,4,1007,10:58,NULL
G7530,1,1021,NULL,07:29
G7530,2,1023,08:35,08:39
G7530,3,1020,09:09,09:11
G7530,4,1003,09:38,NULL
G1204,1,1003,NULL,09:39
G1204,2,1016,10:02,10:04
G1204,3,1010,10:26,10:34
G1204,4,1005,11:13,11:22
G1204,5,1012,12:42,NULL
D3107,1,1003,NULL,09:40
D3107,2,1020,10:18,10:27
D3107,3,1023,11:17,11:25
D3107,4,1021,12:22,12:25
D3107,5,1026,14:22,NULL
G7132,1,1003,NULL,09:41
G7132,2,1015,10:14,10:16
G7132,3,1005,11:36,11:39
G7132,4,1037,12:16,12:18
G7132,5,1040,12:50,12:52
G7132,6,1032,13:33,NULL
G7357,1,1022,NULL,08:34
G7357,2,1003,09:43,NULL
G3164,1,1003,NULL,09:44
G3164,2,1016,10:07,10:09
G3164,3,1010,10:41,10:43
G3164,4,1005,11:17,11:20
G3164,5,1030,12:11,12:17
G3164,6,1036,12:51,12:53
G3164,7,1043,13:38,NULL
G7389,1,1004,NULL,07:33
G7389,2,1009,08:27,08:29
G7389,3,1015,09:06,09:08
G7389,4,1003,09:43,09:45
G7389,5,1020,10:14,10:16
G7389,6,1023,10:40,10:46
G7389,7,1028,11:36,11:38
G7389,8,1027,12:00,NULL
G1347,1,1003,NULL,09:51
G1347,2,1023,10:50,10:53
G1347,3,1028,11:43,NULL
G126,1,1003,NULL,09:52
G126,2,1016,10:25,10:27
G126,3,1010,10:56,10:58
G126,4,1005,11:31,NULL
G7382,1,1027,NULL,07:22
G7382,2,1028,07:43,07:45
G7382,3,1023,08:42,08:53
G7382,4,1003,09:53,NULL
G7344,1,1026,NULL,06:49
G7344,2,1019,07:24,07:26
G7344,3,1023,08:57,09:02
G7344,4,1020,09:27,09:29
G7344,5,1003,09:56,NULL
G7434,1,1031,NULL,06:56
G7434,2,1005,07:44,07:48
G7434,3,1009,08:44,08:46
G7434,4,1015,09:17,09:19
G7434,5,1003,09:54,09:58
G7434,6,1023,10:53,10:58
G7434,7,1021,11:59,12:05
G7434,8,1026,14:09,NULL
G10,1,1003,NULL,10:00
G10,2,1005,11:00,NULL
G1501,1,1003,NULL,10:03
G1501,2,1020,10:31,10:33
G1501,3,1023,10:58,11:03
G1501,4,1028,11:53,NULL
G7180,1,1003,NULL,10:05
G7180,2,1016,10:29,10:31
G7180,3,1010,11:00,11:02
G7180,4,1005,11:35,NULL
G7194,1,1045,NULL,07:24
G7194,2,1023,09:12,09:14
G7194,3,1020,09:37,09:39
G7194,4,1003,10:08,10:10
G7194,5,1016,10:34,10:36
G7194,6,1010,11:06,NULL
G7507,1,1005,NULL,08:16
G7507,2,1010,08:54,08:56
G7507,3,1016,09:26,09:28
G7507,4,1003,09:58,10:14
G7507,5,1020,10:41,10:44
G7507,6,1023,11:07,11:09
G7507,7,1021,12:09,NULL
G1214,1,1003,NULL,10:15
G1214,2,1005,11:45,11:47
G1214,3,1039,12:36,12:38
G1214,4,1012,13:17,NULL
G7330,1,1026,NULL,06:32
G7330,2,1019,07:06,07:08
G7330,3,1029,08:00,08:08
G7330,4,1023,09:04,09:07
G7330,5,1020,09:31,09:34
G7330,6,1003,10:15,NULL
G1304,1,1006,NULL,08:44
G1304,2,1007,08:57,08:59
G1304,3,1003,10:16,10:18
G1304,4,1020,10:46,10:54
G1304,5,1023,11:27,11:30
G1304,6,1028,12:24,12:26
G1304,7,1027,12:47,NULL
G7504,1,1026,NULL,06:29
G7504,2,1021,08:21,08:24
G7504,3,1023,09:17,09:19
G7504,4,1020,09:42,09:44
G7504,5,1003,10:18,NULL
G1657,1,1003,NULL,10:25
G1657,2,1023,11:12,11:20
G1657,3,1028,12:04,12:06
G1657,4,1027,12:27,NULL
D3125,1,1007,NULL,09:08
D3125,2,1003,10:25,10:28
D3125,3,1020,10:57,11:00
D3125,4,1023,11:31,11:35
D3125,5,1021,12:32,12:35
D3125,6,1026,14:40,NULL
G7136,1,1003,NULL,10:30
G7136,2,1015,10:55,10:57
G7136,3,1005,12:32,12:36
G7136,4,1037,13:19,13:21
G7136,5,1040,13:59,14:01
G7136,6,1032,14:42,NULL
G7728,1,1040,NULL,07:10
G7728,2,1037,07:47,07:49
G7728,3,1005,08:27,08:29
G7728,4,1009,09:21,09:23
G7728,5,1003,10:30,NULL
G7589,1,1012,NULL,06:53
G7589,2,1039,07:36,07:38
G7589,3,1005,08:34,08:46
G7589,4,1010,09:25,09:32
G7589,5,1016,09:54,09:56
G7589,6,1003,10:28,10:33
G7589,7,1020,11:02,11:06
G7589,8,1023,11:37,11:43
G7589,9,1021,12:37,NULL
G1258,1,1003,NULL,10:35
G1258,2,1016,10:58,11:01
G1258,3,1005,11:57,11:59
G1258,4,1012,13:30,NULL
G7364,1,1027,NULL,07:54
G7364,2,1028,08:15,08:23
G7364,3,1023,09:22,09:29
G7364,4,1020,09:59,10:01
G7364,5,1003,10:37,NULL
G122,1,1003,NULL,10:40
G122,2,1016,11:03,11:05
G122,3,1005,12:11,12:13
G122,4,1039,12:54,12:56
G122,5,1012,13:35,NULL
G7532,1,1021,NULL,08:35
G7532,2,1023,09:37,09:41
G7532,3,1020,10:04,10:06
G7532,4,1003,10:40,NULL
D3135,1,1004,NULL,08:09
D3135,2,1009,09:04,09:06
D3135,3,1015,09:54,10:02
D3135,4,1003,10:37,10:41
D3135,5,1020,11:29,11:32
D3135,6,1023,12:12,12:15
D3135,7,1024,12:24,12:26
D3135,8,1021,13:18,13:25
D3135,9,1026,15:17,NULL
G7185,1,1043,NULL,07:35
G7185,2,1030,08:32,08:35
G7185,3,1005,09:26,09:32
G7185,4,1003,10:41,NULL
C3798,1,1003,NULL,10:44
C3798,2,1007,12:07,NULL
G2193,1,1003,NULL,10:48
G2193,2,1020,11:15,11:17
G2193,3,1023,11:41,NULL
C3795,1,1007,NULL,09:25
C3795,2,1003,10:50,NULL
G7311,1,1003,NULL,10:53
G7311,2,1020,11:20,11:22
G7311,3,1023,11:46,11:48
G7311,4,1045,13:25,NULL
G7386,1,1027,NULL,08:11
G7386,2,1028,08:32,08:34
G7386,3,1023,09:31,09:35
G7386,4,1003,10:51,10:53
G7386,5,1016,11:16,11:21
G7386,6,1010,11:43,11:45
G7386,7,1005,12:31,12:36
G7386,8,1031,13:30,NULL
G124,1,1003,NULL,10:58
G124,2,1005,12:07,12:09
G124,3,1012,13:25,NULL
G7509,1,1003,NULL,10:58
G7509,2,1020,11:25,11:27
G7509,3,1023,11:58,12:00
G7509,4,1021,12:53,NULL
G7150,1,1032,NULL,07:03
G7150,2,1040,07:38,07:40
G7150,3,1037,08:11,08:13
G7150,4,1005,08:57,09:01
G7150,5,1009,09:51,09:53
G7150,6,1015,10:26,10:28
G7150,7,1003,11:01,NULL
G7393,1,1005,NULL,07:43
G7393,2,1022,09:24,09:39
G7393,3,1020,10:18,10:20
G7393,4,1003,11:01,NULL
D5458,1,1004,NULL,07:02
D5458,2,1007,09:34,09:36
D5458,3,1003,10:56,11:02
D5458,4,1023,12:43,12:46
D5458,5,1024,13:01,NULL
G7461,1,1003,NULL,11:03
G7461,2,1020,11:46,11:49
G7461,3,1023,12:20,12:24
G7461,4,1029,13:23,13:25
G7461,5,1019,14:05,14:08
G7461,6,1026,14:46,NULL
G7766,1,1003,NULL,11:03
G7766,2,1016,11:26,11:28
G7766,3,1010,11:51,11:53
G7766,4,1005,12:24,12:32
G7766,5,1039,13:14,13:16
G7766,6,1012,14:00,NULL
G7107,1,1004,NULL,09:10
G7107,2,1009,09:56,09:58
G7107,3,1015,10:31,10:33
G7107,4,1003,11:06,NULL
G7572,1,1026,NULL,06:43
G7572,2,1021,08:52,08:55
G7572,3,1024,09:42,09:44
G7572,4,1023,09:54,09:57
G7572,5,1003,11:06,11:09
G7572,6,1015,11:41,11:43
G7572,7,1009,12:14,12:17
G7572,8,1005,13:15,13:21
G7572,9,1030,14:12,14:20
G7572,10,1036,14:53,NULL
G7787,1,1043,NULL,07:22
G7787,2,1036,08:13,08:15
G7787,3,1030,08:42,08:45
G7787,4,1005,09:36,09:41
G7787,5,1010,10:20,10:22
G7787,6,1003,11:09,NULL
G1252,1,1003,NULL,11:10
G1252,2,1016,11:33,11:35
G1252,3,1010,11:57,12:03
G1252,4,1005,12:42,12:46
G1252,5,1039,13:31,13:33
G1252,6,1012,14:10,NULL
G7599,1,1012,NULL,07:43
G7599,2,1039,08:26,08:28
G7599,3,1005,09:23,09:26
G7599,4,1010,10:13,10:15
G7599,5,1003,11:04,11:10
G7599,6,1020,11:37,11:39
G7599,7,1023,12:03,12:05
G7599,8,1021,13:05,13:12
G7599,9,1026,14:57,NULL
C3706,1,1003,NULL,11:14
C3706,2,1006,12:55,NULL
G1375,1,1003,NULL,11:15
G1375,2,1020,11:42,11:44
G1375,3,1023,12:07,12:10
G1375,4,1028,13:07,13:09
G1375,5,1027,13:30,NULL
G8329,1,1012,NULL,07:18
G8329,2,1014,09:11,09:13
G8329,3,1007,09:59,10:01
G8329,4,1003,11:20,NULL
G2661,1,1012,NULL,08:12
G2661,2,1039,08:55,08:57
G2661,3,1005,09:47,09:52
G2661,4,1010,10:31,10:33
G2661,5,1003,11:22,NULL
G1690,1,1028,NULL,09:21
G1690,2,1023,10:11,10:15
G1690,3,1020,10:47,10:50
G1690,4,1003,11:23,NULL
G7316,1,1045,NULL,08:17
G7316,2,1023,10:06,10:12
G7316,3,1020,10:42,10:44
G7316,4,1003,11:19,11:23
G7316,5,1015,11:55,11:57
G7316,6,1009,12:35,NULL
D2283,1,1003,NULL,11:24
D2283,2,1020,11:52,11:54
D2283,3,1023,12:25,12:29
D2283,4,1021,13:32,13:39
D2283,5,1026,15:29,NULL
G1228,1,1026,NULL,07:36
G1228,2,1019,08:17,08:19
G1228,3,1029,09:04,09:06
G1228,4,1023,10:00,10:02
G1228,5,1020,10:32,10:34
G1228,6,1003,11:10,11:24
G1228,7,1016,11:54,11:56
G1228,8,1010,12:18,12:20
G1228,9,1005,12:52,12:54
G1228,10,1039,13:43,13:52
G1228,11,1012,14:31,NULL
G7126,1,1003,NULL,11:28
G7126,2,1015,12:00,12:02
G7126,3,1009,12:27,12:29
G7126,4,1004,13:22,NULL
G3152,1,1003,NULL,11:29
G3152,2,1016,11:59,12:01
G3152,3,1010,12:23,12:28
G3152,4,1005,13:20,13:26
G3152,5,1030,14:28,14:34
G3152,6,1036,15:01,15:03
G3152,7,1043,15:50,NULL
G7537,1,1003,NULL,11:29
G7537,2,1020,12:03,12:05
G7537,3,1023,12:30,12:34
G7537,4,1021,13:37,13:44
G7537,5,1026,15:40,NULL
G1382,1,1027,NULL,09:13
G1382,2,1028,09:34,09:36
G1382,3,1023,10:27,10:31
G1382,4,1003,11:31,NULL
G1924,1,1003,NULL,11:34
G1924,2,1016,12:08,12:11
G1924,3,1010,12:33,12:42
G1924,4,1005,13:14,13:17
G1924,5,1039,13:59,14:01
G1924,6,1012,14:39,NULL
G7351,1,1003,NULL,11:34
G7351,2,1020,12:08,12:10
G7351,3,1022,12:51,NULL
G7506,1,1026,NULL,07:31
G7506,2,1021,09:17,09:25
G7506,3,1023,10:32,10:36
G7506,4,1020,11:06,11:08
G7506,5,1003,11:36,NULL
G1333,1,1003,NULL,11:37
G1333,2,1020,12:13,12:15
G1333,3,1023,12:39,12:41
G1333,4,1028,13:42,NULL
G7170,1,1040,NULL,07:57
G7170,2,1037,08:34,08:36
G7170,3,1005,09:14,09:17
G7170,4,1009,10:14,10:16
G7170,5,1015,11:05,11:07
G7170,6,1003,11:39,NULL
G1724,1,1003,NULL,11:40
G1724,2,1016,12:03,12:06
G1724,3,1005,12:57,13:00
G1724,4,1031,13:48,NULL
G300,1,1012,NULL,08:45
G300,2,1039,09:22,09:24
G300,3,1005,10:05,10:08
G300,4,1016,11:11,11:17
G300,5,1003,11:40,NULL
G7108,1,1003,NULL,11:40
G7108,2,1015,12:12,12:14
G7108,3,1004,13:40,NULL
D3324,1,1045,NULL,08:41
D3324,2,1023,10:22,10:26
D3324,3,1020,10:53,11:01
D3324,4,1003,11:41,NULL
G7586,1,1026,NULL,07:38
G7586,2,1021,09:36,09:43
G7586,3,1023,10:43,10:45
G7586,4,1020,11:16,11:18
G7586,5,1003,11:46,11:48
G7586,6,1015,12:24,12:26
G7586,7,1009,12:57,12:59
G7586,8,1017,15:32,NULL
G2664,1,1003,NULL,11:51
G2664,2,1016,12:14,12:16
G2664,3,1010,12:48,12:50
G2664,4,1005,13:29,13:35
G2664,5,1012,15:07,NULL
G7332,1,1026,NULL,08:27
G7332,2,1019,09:02,09:05
G7332,3,1029,09:50,09:52
G7332,4,1023,10:48,10:50
G7332,5,1020,11:20,11:23
G7332,6,1003,11:51,NULL
G7794,1,1012,NULL,08:00
G7794,2,1039,08:43,08:45
G7794,3,1005,09:43,10:03
G7794,4,1010,10:41,10:48
G7794,5,1016,11:22,11:24
G7794,6,1003,11:47,11:51
G7794,7,1020,12:18,12:21
G7794,8,1023,12:47,12:52
G7794,9,1045,14:41,NULL
G1722,1,1031,NULL,09:41
G1722,2,1005,10:29,10:37
G1722,3,1016,11:27,11:29
G1722,4,1003,11:53,NULL
G1673,1,1003,NULL,11:56
G1673,2,1020,12:23,12:26
G1673,3,1023,12:59,13:02
G1673,4,1021,14:15,14:26
G1673,5,1026,16:16,NULL
G1956,1,1003,NULL,11:58
G1956,2,1016,12:32,12:36
G1956,3,1010,12:58,13:00
G1956,4,1005,13:45,13:48
G1956,5,1030,14:40,14:44
G1956,6,1036,15:18,15:20
G1956,7,1043,15:56,NULL
G8314,1,1003,NULL,11:58
G8314,2,1007,13:20,13:22
G8314,3,1014,14:22,14:25
G8314,4,1017,15:52,NULL
G7109,1,1004,NULL,09:55
G7109,2,1009,10:50,10:52
G7109,3,1015,11:23,11:25
G7109,4,1003,12:00,NULL
G7369,1,1026,NULL,08:52
G7369,2,1019,09:26,09:28
G7369,3,1029,10:08,10:11
G7369,4,1023,10:56,10:59
G7369,5,1003,12:00,NULL
G7594,1,1032,NULL,07:30
G7594,2,1040,08:11,08:13
G7594,3,1037,08:50,08:52
G7594,4,1005,09:36,09:41
G7594,5,1009,10:44,10:46
G7594,6,1015,11:17,11:19
G7594,7,1003,11:55,12:01
G7594,8,1020,12:29,12:38
G7594,9,1023,13:02,13:07
G7594,10,1029,14:02,14:04
G7594,11,1019,14:46,14:48
G7594,12,1026,15:29,NULL
G370,1,1012,NULL,09:34
G370,2,1005,10:49,10:53
G370,3,1003,12:02,NULL
G7511,1,1003,NULL,12:08
G7511,2,1023,12:55,12:57
G7511,3,1021,13:47,13:53
G7511,4,1026,15:49,NULL
G1763,1,1043,NULL,08:02
G1763,2,1036,08:36,08:38
G1763,3,1030,09:05,09:11
G1763,4,1005,10:03,10:16
G1763,5,1010,10:55,11:08
G1763,6,1016,11:38,11:43
G1763,7,1003,12:13,NULL
G1342,1,1027,NULL,10:03
G1342,2,1023,11:10,11:13
G1342,3,1003,12:14,NULL
D3291,1,1003,NULL,12:15
D3291,2,1020,12:43,12:45
D3291,3,1023,13:16,13:18
D3291,4,1021,14:27,14:40
D3291,5,1026,16:30,NULL
G7576,1,1026,NULL,07:43
G7576,2,1021,09:52,09:54
G7576,3,1023,11:01,11:04
G7576,4,1020,11:34,11:36
G7576,5,1003,12:10,12:15
G7576,6,1015,12:41,12:43
G7576,7,1009,13:14,13:16
G7576,8,1005,14:15,14:18
G7576,9,1031,15:22,NULL
G132,1,1003,NULL,12:17
G132,2,1016,12:40,12:42
G132,3,1010,13:04,13:06
G132,4,1005,13:38,13:41
G132,5,1012,15:03,NULL
G1384,1,1028,NULL,10:30
G1384,2,1023,11:20,11:24
G1384,3,1020,11:47,11:49
G1384,4,1003,12:18,NULL
G1387,1,1003,NULL,12:20
G1387,2,1020,12:47,12:50
G1387,3,1023,13:21,13:23
G1387,4,1027,14:29,NULL
G460,1,1003,NULL,12:22
G460,2,1016,12:45,12:50
G460,3,1010,13:19,13:21
G460,4,1005,13:53,13:57
G460,5,1039,14:49,14:51
G460,6,1012,15:29,NULL
G7304,1,1045,NULL,09:22
G7304,2,1023,11:05,11:16
G7304,3,1020,11:51,11:54
G7304,4,1003,12:22,NULL
D5464,1,1008,NULL,09:36
D5464,2,1006,10:21,10:24
D5464,3,1003,12:11,12:23
D5464,4,1023,14:06,14:10
D5464,5,1024,14:25,NULL
G7161,1,1004,NULL,10:24
G7161,2,1009,11:09,11:11
G7161,3,1015,11:49,11:51
G7161,4,1003,12:23,NULL
G7446,1,1003,NULL,12:24
G7446,2,1015,12:56,12:58
G7446,3,1009,13:32,13:34
G7446,4,1005,14:26,14:34
G7446,5,1030,15:30,15:39
G7446,6,1036,16:06,16:10
G7446,7,1043,16:47,NULL
G1633,1,1003,NULL,12:25
G1633,2,1023,13:25,13:28
G1633,3,1024,13:37,13:39
G1633,4,1028,14:17,NULL
G7508,1,1021,NULL,10:28
G7508,2,1023,11:29,11:31
G7508,3,1003,12:27,NULL
G412,1,1003,NULL,12:28
G412,2,1005,13:49,13:53
G412,3,1012,15:12,NULL
G7335,1,1003,NULL,12:28
G7335,2,1020,13:04,13:06
G7335,3,1023,13:29,13:37
G7335,4,1019,15:23,15:25
G7335,5,1026,16:00,NULL
G7111,1,1004,NULL,10:29
G7111,2,1009,11:21,11:23
G7111,3,1015,11:54,11:56
G7111,4,1003,12:30,NULL
G7181,1,1043,NULL,08:55
G7181,2,1036,09:28,09:31
G7181,3,1030,09:58,10:04
G7181,4,1005,10:55,10:57
G7181,5,1010,11:29,11:31
G7181,6,1016,12:05,12:07
G7181,7,1003,12:31,NULL
G1810,1,1003,NULL,12:33
